text,date,time,group,neg,neu,pos,compound,sentiment_cat
"Qt5Test is not found
Trying to build on NetBSD (with qt5), I get an error about FindQt5Test.cmake not being found.  The following resolves it, but this appears to be the standard place, given /usr/pkg as qt's prefix (at which the rest of qt is found).

export Qt5Test_DIR=/usr/pkg/qt5/lib/cmake/Qt5Test",2020-12-07 00:56:39+00:00,2020-12-07 00:56:39+00:00,before,0.036,0.864,0.099,0.4939,positive
"Windows is hard coded
Trying to build on NetBSD, I get
```
CMake Error at osmmapmakerapp/CMakeLists.txt:21 (add_executable):
  Target ""osmmapmakerapp"" links to target ""Qt5::WinMain"" but the target was
  not found.  Perhaps a find_package() call is missing for an IMPORTED
  target, or an ALIAS target is missing?
```
which seems more likely than not a windows-ism hardcoded into the source.",2020-12-07 00:57:36+00:00,2020-12-07 00:57:36+00:00,before,0.138,0.862,0.0,-0.7684,negative
"Proj4 is used
Proj 7 has been released, and 4 is obsolete.  cmake complains
```
CMake Warning at CMakeLists.txt:11 (find_package):
  By not providing ""FindPROJ4.cmake"" in CMAKE_MODULE_PATH this project has
  asked CMake to find a package configuration file provided by ""PROJ4"", but
  CMake did not find one.

  Could not find a package configuration file provided by ""PROJ4"" with any of
  the following names:

    PROJ4Config.cmake
    proj4-config.cmake

  Add the installation prefix of ""PROJ4"" to CMAKE_PREFIX_PATH or set
  ""PROJ4_DIR"" to a directory containing one of the above files.  If ""PROJ4""
  provides a separate development package or SDK, be sure it has been
  installed.
```",2020-12-07 00:58:49+00:00,2020-12-07 00:58:49+00:00,before,0.049,0.923,0.028,-0.0387,neutral
"Released in [Chronicle-Core-2.20.122](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.20.122), [BOM-2.20.192](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.20.192)",2020-12-07 22:22:14+00:00,2020-12-07 22:22:14+00:00,before,0.0,1.0,0.0,0.0,neutral
"Released in [Chronicle-Core-2.20.122](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.20.122), [BOM-2.20.192](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.20.192)",2020-12-07 22:22:14+00:00,2020-12-07 22:22:14+00:00,before,0.0,1.0,0.0,0.0,neutral
"Detect and record the first occurrence of a resource being used incorrectly.
A resource used incorrectly will eventually cause a program to fail however this doesn't show when it first had a problem.

Add code to trace the original cause of the error and fail sooner when using a resource incorrectly.",2020-12-08 16:58:59+00:00,2020-12-08 16:58:59+00:00,before,0.204,0.758,0.038,-0.8779,negative
"Released in [Chronicle-Core-2.20.123](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.20.123), [BOM-2.20.193](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.20.193)",2020-12-08 17:24:28+00:00,2020-12-08 17:24:28+00:00,before,0.0,1.0,0.0,0.0,neutral
Added InvocationTargetRuntimeException as a runtime version of InvocationTargetException,2020-12-11 17:26:19+00:00,2020-12-11 17:26:19+00:00,before,0.0,1.0,0.0,0.0,neutral
Make sure some additional package names are excluded from Analytics,2020-12-14 08:47:30+00:00,2020-12-14 08:47:30+00:00,before,0.189,0.63,0.181,-0.0258,neutral
Added tests to show readFile doesn't leak file handles,2020-12-14 12:04:20+00:00,2020-12-14 12:04:20+00:00,before,0.0,0.797,0.203,0.2584,positive
Close Files.list() to ensure timely resource clean up.,2020-12-14 13:10:48+00:00,2020-12-14 13:10:48+00:00,before,0.0,0.531,0.469,0.6486,positive
Add AnalyticsFacade::isEnabled to allow conditional announcements,2020-12-15 08:47:11+00:00,2020-12-15 08:47:11+00:00,before,0.0,0.725,0.275,0.2263,positive
Use a logger for announcements,2020-12-15 09:01:46+00:00,2020-12-15 09:01:46+00:00,before,0.0,1.0,0.0,0.0,neutral
"Make withDebugLogger and withErrorLogger contravariant #13
See https://github.com/OpenHFT/Chronicle-Analytics/issues/13 which is mirrored here",2020-12-15 15:18:43+00:00,2020-12-15 15:18:43+00:00,before,0.0,1.0,0.0,0.0,neutral
closed by https://github.com/OpenHFT/Chronicle-Core/commit/66fff4784105eaa0ff216be0ce67af3e02cdbb12,2020-12-15 15:44:56+00:00,2020-12-15 15:44:56+00:00,before,0.0,1.0,0.0,0.0,neutral
"Add Jvm.isAssertEnabled
In some libraries, there are several more or less clever ways of figuring out if we are running with `-ea` or not. It would make sense to provide a centralized way of doing this.",2020-12-15 17:14:25+00:00,2020-12-15 17:14:25+00:00,before,0.0,0.922,0.078,0.4535,positive
"Restructure the core API
Akin to Chronicle Queue, Chronicle Core could be restructured to reduce its API commitments and rely more on internal classes.",2020-12-15 17:16:29+00:00,2020-12-15 17:16:29+00:00,before,0.0,0.939,0.061,0.128,positive
"Restructure the JVM class
Restructure, reduce API footprint, assert invariants, review nullability, review sub-classing, properly document, improve test coverage, reduce the number of code smells and more.

This is a sub-item of #171",2020-12-16 07:33:36+00:00,2020-12-16 07:33:36+00:00,before,0.0,0.881,0.119,0.4939,positive
Added the referring class in a consistent manner to all resource management exceptions and messages,2020-12-16 07:59:31+00:00,2020-12-16 07:59:31+00:00,before,0.0,1.0,0.0,0.0,neutral
"Jvm:getFieldOrNull should not rely on catching an error
Currently catching an `AssertionError`. This is slow.",2020-12-16 08:01:30+00:00,2020-12-16 08:01:30+00:00,before,0.162,0.838,0.0,-0.4019,negative
"Thread's interrupt flag was somehow cleared throwing an AssertionError 
error reported when shutting down a component that tails a number of queues:

```
java.lang.AssertionError
at net.openhft.chronicle.core.Jvm$CommonInterruptible.interrupt(Jvm.java:1044)
at net.openhft.chronicle.core.Jvm.lambda$doNotCloseOnInterrupt9$4(Jvm.java:935)
at jdk.proxy1/com.sun.proxy.jdk.proxy1.$Proxy29.interrupt(Unknown Source)
at java.base/java.lang.Thread.interrupt(Thread.java:996)
at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.interruptIfStarted(ThreadPoolExecutor.java:665)
at java.base/java.util.concurrent.ThreadPoolExecutor.interruptWorkers(ThreadPoolExecutor.java:763)
at java.base/java.util.concurrent.ThreadPoolExecutor.shutdownNow(ThreadPoolExecutor.java:1409)
at java.base/java.util.concurrent.Executors$DelegatedExecutorService.shutdownNow(Executors.java:693)
```

Looking at the code in CommonInterruptible, it seems as though the Thread's interrupt flag was somehow cleared before the assert check was made:

```
assert Thread.currentThread().isInterrupted();
```

Since this has been observed, please log a warning rather than throwing an AssertionError when the thread's interrupted flag has been cleared.

The environment was JDK15, running inside docker on ubuntu, BOM version 2.20.193.",2020-12-16 10:31:49+00:00,2020-12-16 10:31:49+00:00,before,0.107,0.824,0.069,-0.743,negative
"CleanerServiceLocator simplification
investigate if the net.openhft.chronicle.core.cleaner.CleanerServiceLocator can be simplified. This code is called from:

![image](https://user-images.githubusercontent.com/6506056/102346357-9efda780-3f96-11eb-9ba5-7f2f7cd1507d.png)",2020-12-16 12:03:06+00:00,2020-12-16 12:03:06+00:00,before,0.0,1.0,0.0,0.0,neutral
"So far only happened on Java 15, awaiting client's confirmation if it happens on Java 11.",2020-12-16 16:06:59+00:00,2020-12-16 16:06:59+00:00,before,0.0,1.0,0.0,0.0,neutral
Yep and net.openhft.chronicle.core.cleaner.CleanerServiceLocator#cleanerService is not thread-safe either,2020-12-16 21:35:52+00:00,2020-12-16 21:35:52+00:00,before,0.0,0.732,0.268,0.296,positive
"Add support methods for asserting common invariants
# Background
Many methods and constructors have some invariants (i.e. restrictions) on the values being passed to them. For example, an index is often non-negative whereas a power-of-two parameter is often limited to a value between 0 and 63. We should almost always check these invariants (.e.g `requireNonNull(param)`) as early as possible in public methods and assert the invariants (e.g. `assert param != null`) in private methods. This is of particular importance in cases where the parameter is used ""later"", for example, in a constructor, when passed on as a parameter to a thread or in a delegator.

# Current Support
Java (and core) provides some useful methods for asserting invariants of which the method `Object.requireNonNull()` is perhaps the most well-known. We can also annotate methods with `@NotNull` to state the API contract. There is an optimized `requireNonNull()` in core's own `ObjectsUtil` that is using the intrinsic method `obj.getClass()` (I think later versions of Java will do the equivalent with the regular `requireNonNull()` method).

# Proposed Additions
Support methods and annotations could be added in core as per below:

## Assertions
We could add methods such as:
* `Longs.requirePositive(val)`: Throws an `IllegalArgumentException` if val < 1
* `Longs.requireNonNegative(val)`: Throws an `IllegalArgumentException` if val < 0
* `Longs.require(val, between(0, 64))`: Throws an `IllegalArgumentException` if val < 0 or val > 63
* `Longs.requirePositive(val, MyRuntimeException::new)` Throws a `MyRuntimeException` if val < 1

## Annotations
We could add annotations such as:
* `@Positive`
* `@NonNegative`
* `@Between(0, 64)`

## Example
```
public interface ExcerptTailer ... {
    @NonNegative
    @Override
    long index();

    boolean moveToIndex(@NonNegative long index);
}
```
```
class StoreTailer implements ExcerptTailer ... {

    @Override
    public boolean moveToIndex(@NonNegative final long index) {
        throwExceptionIfClosed();
        requireNonNegative(index);
     
         ...   
    }
}
```

# Performance Impact
The JIT compiler will be able to remove redundant checking (e.g. null-checks) via in-lining in code paths. Asserting invariants early can in some cases be faster than asserting (or implicitly asserting them by use) later. There are cases where the performance will be affected negatively.

# Conclusion
I think using these methods in our libraries would improve quality and API clarity.",2020-12-18 13:20:39+00:00,2020-12-18 13:20:39+00:00,before,0.009,0.908,0.083,0.979,positive
Here is an example of another library with similar functionality: https://github.com/speedment/speedment/blob/master/common-parent/invariant/src/main/java/com/speedment/common/invariant/IntRangeUtil.java,2020-12-18 13:27:27+00:00,2020-12-18 13:27:27+00:00,before,0.0,1.0,0.0,0.0,neutral
"Test: testing the release process
Test: testing the release process",2020-12-21 18:02:10+00:00,2020-12-21 18:02:10+00:00,before,0.0,1.0,0.0,0.0,neutral
"Self-awareness software model
Generic Math context expression of:
- the software development language and/or CPU supported commands 
- the program itself and/or its compiled binary",2020-12-22 03:28:17+00:00,2020-12-22 03:28:17+00:00,before,0.0,0.913,0.087,0.3182,positive
"Improving
Improving existing item by its generic context is possible by offering inputs to improve:
- Get input param var set
- Detect most impactful input variables
- Offer to improve most impactful variables",2020-12-22 03:48:00+00:00,2020-12-22 03:48:00+00:00,before,0.0,0.725,0.275,0.886,positive
Methods should not declare throws RuntimeException,2020-12-22 18:29:11+00:00,2020-12-22 18:29:11+00:00,before,0.0,1.0,0.0,0.0,neutral
Jvm.fatal() -> Jvm.error(),2020-12-22 22:53:20+00:00,2020-12-22 22:53:20+00:00,before,0.0,1.0,0.0,0.0,neutral
"Math cycle (repeating)
Using this formula discovered by John Napier (1610):

![image](https://user-images.githubusercontent.com/190779/103088247-eb7a6000-45f2-11eb-8fde-17f2d328414f.jpeg)


It shows relationships between repeative operators.

log x(*)y = (log x) (+) (log y)
 
Where x has y times applied (+) to get (*)

I assuming next level symmetrical repeating operations may be discovered with this relation.

Anyway we should try this approach to implement mathematical loops.",2020-12-24 12:24:59+00:00,2020-12-24 12:24:59+00:00,before,0.0,1.0,0.0,0.0,neutral
"Released in [Chronicle-Core-2.20.126](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.20.126), [BOM-2.20.226](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.20.226)",2020-12-29 10:52:18+00:00,2020-12-29 10:52:18+00:00,before,0.0,1.0,0.0,0.0,neutral
Test build 2,2020-12-29 16:23:00+00:00,2020-12-29 16:23:00+00:00,before,0.0,1.0,0.0,0.0,neutral
"Released in [Chronicle-Core-2.20ea127](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.20ea127), [BOM-2.20.227](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.20.227)",2020-12-30 10:52:16+00:00,2020-12-30 10:52:16+00:00,before,0.0,1.0,0.0,0.0,neutral
"Released in [Chronicle-Core-2.20ea127](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.20ea127), [BOM-2.20.230](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.20.230)",2020-12-30 17:17:54+00:00,2020-12-30 17:17:54+00:00,before,0.0,1.0,0.0,0.0,neutral
"Released in [Chronicle-Core-2.20ea127](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.20ea127), [BOM-2.21ea1](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.21ea1)",2020-12-30 19:34:16+00:00,2020-12-30 19:34:16+00:00,before,0.0,1.0,0.0,0.0,neutral
"Closing an EventHandler should cause it to throw InvalidEventHandlerException on action()
As per javadoc:

""If this implements `Closeable` and something other than the event loop
calls close on this then it is expected that this will throw `InvalidEventHandlerException` next time
`action()` is called""",2021-01-04 06:17:28+00:00,2021-01-04 06:17:28+00:00,before,0.0,1.0,0.0,0.0,neutral
Added a Builder<T> interface to improve consistency of our builders,2021-01-07 15:25:31+00:00,2021-01-07 15:25:31+00:00,before,0.0,0.756,0.244,0.4404,positive
"A `Builder` should be more thoroughly specified. For example, there is a conceptual difference between a `Builder` and a `Factory` in the way that a Builder's `build()` method can typically only be invoked at most once whereas a `Factory` can be invoked any number of times.

A `Supplier` is generally considered a `Factory` so, in my opinion, a `Builder` should not extend `Supplier`. If a `Supplier` is needed one could instead provide `builder::build`.

Hence, a `Builder` must either prevent its build method from being invoked more than one time or it must make defensive copies of its internal state (if using transitive mutable states such as maps, lists etc) each time it produces an instance.",2021-01-07 15:52:51+00:00,2021-01-07 15:52:51+00:00,before,0.013,0.957,0.03,-0.0046,neutral
"VM crash on Zing when calculating max direct memory
Calling getClass() (as null-check) on Zing's sun.misc.VM caused a crash because we were calling it on something returned from `sun.misc.Unsafe#staticFieldBase`. The javadoc for this method states that the return value from this method is ""not guaranteed to be a real Object, and it should not be used in any way except as argument to the get and put routines in this class.""

The code has been modified to use reflection instead of Unsafe.

The error the customer saw was
```
# An unexpected error has been detected by Java Runtime Environment:
#
#  Internal Error (src/share/interpreter/linkResolver.cpp:1518), pid=29761, tid=29762
#  guarantee(recv.is_null() || !recv->is_klass()) failed: Not a Object, Likely an (illegal) call on handle from sun.misc.unsafe
#
# Java VM: Zing 64-Bit Tiered VM (1.8.0_275-zing_20.12.0.0-b5-product-linux-X86_64, mixed mode)
```

The stack:
```
Stack: [0x7f45b8f00000,0x7f45b9100000],  sp=0x7f45b90fbbe0,  free space=2030k
Native frames: (J Jn Jo=compiled Java code, j=interpreted, Vv=VM code, C=native code)
V  [libjvm.so+0x9a4122]  VMError::report(staticBufferStream*)+0x972
V  [libjvm.so+0x9a52ae]  VMError::report_and_die()+0x21e
V  [libjvm.so+0x98b0f7]  report_vm_error(char const*, int, char const*, char const*)+0x57
V  [libjvm.so+0x5ff5b3]  LinkResolver::runtime_resolve_virtual_method(CallInfo&, methodHandle const&, KlassHandle, Handle, KlassHandle, bool, Thread*)+0xc3
V  [libjvm.so+0x60135a]  LinkResolver::resolve_invoke(CallInfo&, Handle, constantPoolHandle, int, Bytecodes::Code, Thread*)+0x25a
V  [libjvm.so+0x5ec4b7]  InterpreterRuntime::resolve_invoke(JavaThread*, Bytecodes::Code)+0x347
j  net.openhft.chronicle.core.util.ObjectUtils.requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;+1
j  net.openhft.chronicle.core.UnsafeMemory.readLong(Ljava/lang/Object;J)J+1
j  net.openhft.chronicle.core.Jvm.maxDirectMemory0()J+51
j  net.openhft.chronicle.core.Jvm.<clinit>()V+346
```",2021-01-07 22:58:32+00:00,2021-01-07 22:58:32+00:00,before,0.105,0.869,0.026,-0.9476,negative
Would it be possible to expand the concept and support builders that throw a checked exception like `IOException` upon `build()`? Adding `throws Exception` to the `build()` method would require non-throwing builders to override the method. Another alternative would be to introduce `ThrowingBuilder extends Builder`,2021-01-11 18:55:42+00:00,2021-01-11 18:55:42+00:00,before,0.0,0.816,0.184,0.7906,positive
"Remove extends Supplier<T> from Builder<T>
There is a conceptual difference between a Builder and a Factory in the way that a Builder's `build()` method can typically only be invoked at most once whereas a Factory can be invoked any number of times.

A `Supplier` is generally considered a Factory so, in my opinion, a Builder should not extend Supplier. If a Supplier is needed one could instead provide `builder::build`.

Hence, a Builder must either prevent its build method from being invoked more than one time or it must make defensive copies of its internal state (if using transitive mutable states such as maps, lists etc) each time it produces an instance.",2021-01-13 12:01:26+00:00,2021-01-13 12:01:26+00:00,before,0.013,0.942,0.044,0.1235,positive
This regression was introduced with https://github.com/OpenHFT/Chronicle-Core/commit/cd77ff29817d3e0fd49326a469a3498bbdd378ba,2021-01-13 20:56:08+00:00,2021-01-13 20:56:08+00:00,before,0.0,1.0,0.0,0.0,neutral
"fix JvmTest on Zing
@peter-lawrey please review",2021-01-13 23:53:23+00:00,2021-01-13 23:53:23+00:00,before,0.0,0.723,0.277,0.3182,positive
"Released in [Chronicle-Core-2.21ea8](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.21ea8), [BOM-2.21ea21](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.21ea21)",2021-01-18 08:23:12+00:00,2021-01-18 08:23:12+00:00,before,0.0,1.0,0.0,0.0,neutral
Add support for parsing a memory size and obtaining it via a system property.,2021-01-20 15:08:37+00:00,2021-01-20 15:08:37+00:00,before,0.0,0.828,0.172,0.4019,positive
Assert to warn user not to call UniqueMicroTimeProvider too frequently,2021-01-22 03:14:24+00:00,2021-01-22 03:14:24+00:00,before,0.135,0.865,0.0,-0.1027,negative
CleaningThread.cleanup to remove cleaned up ThreadLocals,2021-01-26 16:51:22+00:00,2021-01-26 16:51:22+00:00,before,0.0,1.0,0.0,0.0,neutral
"Illegal reflective access operations
Newer versions of Java detects illegal reflective access. In the long term, we need to address this:

```
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access using Lookup on net.openhft.chronicle.core.Jvm (file:/Users/pemi/.m2/repository/software/chronicle/chronicle-fix-all/2.21ea37/chronicle-fix-all-2.21ea37.jar) to class java.lang.reflect.AccessibleObject
WARNING: Please consider reporting this to the maintainers of net.openhft.chronicle.core.Jvm
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
```",2021-01-29 08:24:21+00:00,2021-01-29 08:24:21+00:00,before,0.393,0.585,0.021,-0.9906,negative
Basic support was added to master branch.,2021-01-30 17:41:53+00:00,2021-01-30 17:41:53+00:00,before,0.0,0.69,0.31,0.4019,positive
Tested the latest version and can not reproduce.,2021-01-31 11:17:23+00:00,2021-01-31 11:17:23+00:00,before,0.0,1.0,0.0,0.0,neutral
Bootstrap issue on OpenJDK,2021-02-01 15:54:28+00:00,2021-02-01 15:54:28+00:00,before,0.0,1.0,0.0,0.0,neutral
"Released in [Chronicle-Core-2.21ea13](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.21ea13), [BOM-2.21ea39](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.21ea39)",2021-02-02 06:11:20+00:00,2021-02-02 06:11:20+00:00,before,0.0,1.0,0.0,0.0,neutral
Added a test for StackTrace.forThread,2021-02-02 10:11:06+00:00,2021-02-02 10:11:06+00:00,before,0.0,1.0,0.0,0.0,neutral
Improve JavaDoc in the Jvm class,2021-02-03 14:51:25+00:00,2021-02-03 14:51:25+00:00,before,0.0,0.633,0.367,0.4404,positive
"Public API utility methods should not be enums
We should use nonintantiable classes instead as enums exposes unwanted methods in the API.",2021-02-03 20:02:11+00:00,2021-02-03 20:02:11+00:00,before,0.145,0.855,0.0,-0.34,negative
https://user-images.githubusercontent.com/2297442/106820084-1092d180-667b-11eb-8b70-96fbe59310d1.mp4,2021-02-03 22:53:59+00:00,2021-02-03 22:53:59+00:00,before,0.0,1.0,0.0,0.0,neutral
"Update analytics so that demo repos are included
Currently, analytics filters out all chronicle packages. It would be desirable to include any package name containing the string `.demo`",2021-02-04 09:39:25+00:00,2021-02-04 09:39:25+00:00,before,0.0,0.922,0.078,0.3182,positive
"There is a proposed change in the branch feature/analyticsdemo

https://github.com/OpenHFT/Chronicle-Core/blob/feature/analyticsdemo/src/main/java/net/openhft/chronicle/core/internal/analytics/StandardMaps.java",2021-02-04 09:40:55+00:00,2021-02-04 09:40:55+00:00,before,0.0,1.0,0.0,0.0,neutral
"Add selected unchecked exceptions to the throws clause
There is a sub-module `checked-exceptions` which has some unchecked exception as checked so we can ensure documentation and handling of these exceptions is correct.",2021-02-04 15:56:48+00:00,2021-02-04 15:56:48+00:00,before,0.0,0.915,0.085,0.4336,positive
@minborg For you review.,2021-02-04 15:57:41+00:00,2021-02-04 15:57:41+00:00,before,0.0,1.0,0.0,0.0,neutral
"We should make it explicit how many instances of utility classes we should expect to see which is 0 rather than making it indirectly with a private constructor which can be called from a nested class or reflection for example. There are many examples in our code and others where you get a constructor and call setAccessible(true) and this allows utility instances to be created via deserialization i.e. input. This doesn't apply to `enum`s.

NOTE: we do create new instances of ""dynamic"" `enum` but this doesn't use reflection and has checks on it. i.e. the class must extend `DynamicEnum` only Unsfae.allocateInstance can create new instances of a enum so is less likely to used/misused.",2021-02-05 10:51:01+00:00,2021-02-05 10:51:01+00:00,before,0.0,0.919,0.081,0.7615,positive
"As described in one of my older blog posts (http://minborgsjavapot.blogspot.com/2015/01/enforcing-java-singletons-is-very-hard.html) it is actually possible to create spurious enum constants as well. So, I think the capability to create unwanted instances is there for both alternatives: Enum or utility class. However, I think this is of less importance. If a user wants to create an instance of a class that is not supposed to be created, then let them go ahead.

My argument for using utility classes (i.e. non-instantiable final classes with a private constructor) over Enums is purely based on API management. Adding a public Enum class will have the following adverse effects on the API:

A) It adds `extends Enum` to the class
A1) It adds `implements Serializable` to the class
A2) It adds a `implements Comparable` to the class
B) It adds a static `valueOf(tring)` method
C) It adds a static `valueOf(Class, String)` method
D) It adds a static `values()` method

Other issues:
Some users are confused when there is an Enum with zero elements.
Code completion in the IDE will be polluted with the non-related enum methods (B, C and D)
It adds some extra enum properties to the class definition

So, if we have N classes of Enum utility classes, then we will add an additional of N*3 methods to maintain when ensuring version compatibility. Also, there will be N different static methods doing the same thing (e.g. `Foo.valueOf(Class, String)`, `Bar.valueOf(Class, String)` etc)

A more stringent way of enforcing a no-instance-property would be to create utility classes like this:

```
public final class FooUtil {

    private FooUtil() {
        throw new UnsupportedOperationException();
    }

    public static int bar() {
        return 42;
    }

}

```
This has the advantage of not providing any unrelated API methods and (almost) guarantees that no instances are created. (Well,  there is always instrumentation, isn't it?)

I think utility classes in internal packages (not exposed in the public API) may or may not be Enums.",2021-02-05 14:46:29+00:00,2021-02-05 14:46:29+00:00,before,0.041,0.87,0.089,0.8932,positive
Closing as logic was implemented differently in master branch.,2021-02-16 09:29:20+00:00,2021-02-16 09:29:20+00:00,before,0.0,1.0,0.0,0.0,neutral
Test issue to test release notes,2021-02-17 11:27:02+00:00,2021-02-17 11:27:02+00:00,before,0.0,1.0,0.0,0.0,neutral
Test release notes issue 2,2021-02-17 11:45:38+00:00,2021-02-17 11:45:38+00:00,before,0.0,1.0,0.0,0.0,neutral
Improved handling and checking of discarded resource,2021-02-19 17:22:54+00:00,2021-02-19 17:22:54+00:00,before,0.229,0.476,0.295,0.1779,positive
"Param descrete optimization
Test/Sample:

1. Input variables
2. Input each variable possible values (alphabet)
3. Input known math relations between variables
4. Select param variable to optimize
5. Express the variable to optimize
6. Eval the best value for selected param to optimize into the expressed equation
7. Obtain feasible rest subsets of params in the rest of the expressed equation

Now has the constraints for all params to optimize selected one.",2021-02-20 23:45:37+00:00,2021-02-20 23:45:37+00:00,before,0.0,0.722,0.278,0.9741,positive
"MacOS seamless usage
This template https://github.com/ohhmm/NonLinearSystem can be used well with Ubuntu OS.
Lets ensure the same seamless way to build and run this template with MacOS.",2021-02-21 12:15:45+00:00,2021-02-21 12:15:45+00:00,before,0.0,0.842,0.158,0.5719,positive
"System solver test
Lets add this test https://www.instagram.com/p/CLUQ3nQj43n/",2021-02-21 18:52:10+00:00,2021-02-21 18:52:10+00:00,before,0.0,1.0,0.0,0.0,neutral
CacheLocal the Logger,2021-02-22 10:22:03+00:00,2021-02-22 10:22:03+00:00,before,0.0,1.0,0.0,0.0,neutral
Added waitForCloseablesToClose for tests instead of waiting a fixed time,2021-02-23 08:55:48+00:00,2021-02-23 08:55:48+00:00,before,0.0,1.0,0.0,0.0,neutral
https://www.instagram.com/p/CLTo1p-DgXi,2021-02-23 19:40:30+00:00,2021-02-23 19:40:30+00:00,before,0.0,1.0,0.0,0.0,neutral
"Released in [Chronicle-Core-2.21ea25](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.21ea25), [BOM-2.21ea63](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.21ea63)",2021-02-25 02:30:14+00:00,2021-02-25 02:30:14+00:00,before,0.0,1.0,0.0,0.0,neutral
"Released in [Chronicle-Core-2.21ea22](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.21ea22), [BOM-2.21ea63](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.21ea63)",2021-02-25 02:30:15+00:00,2021-02-25 02:30:15+00:00,before,0.0,1.0,0.0,0.0,neutral
"Test release process
Test release process",2021-02-25 11:53:17+00:00,2021-02-25 11:53:17+00:00,before,0.0,1.0,0.0,0.0,neutral
"Released in [Chronicle-Core-2.21ea26](https://github.com/OpenHFT/Chronicle-Core/releases/chronicle-core-2.21ea26), [BOM-2.21ea64](https://github.com/OpenHFT/OpenHFT/releases/chronicle-bom-2.21ea64)",2021-02-25 12:06:43+00:00,2021-02-25 12:06:43+00:00,before,0.0,1.0,0.0,0.0,neutral
"Deserialization of records doesn't work in Java15
If you want to deserialize a record, you get an `IllegalAccessException: Can not set final ... field `. 

I assume the problem will exist also in the new Java16 which comes out next week, where records won't be a preview feature anymore.

Example code:
```java
    public static record TestRecord(String str, boolean bool)
    {

    }

...

        TestRecord rec = new TestRecord(""check"", false);

        String strJson = JsonWriter.objectToJson(rec);
        System.out.println(strJson);

        TestRecord clone = (TestRecord) JsonReader.jsonToJava(strJson);
        System.out.println(clone);

```

Gson also has this issue: https://github.com/google/gson/issues/1794. According this, the solution would  be to use the constructor in favour of setting the final fields via reflection.",2021-02-25 13:36:14+00:00,2021-02-25 13:36:14+00:00,before,0.025,0.917,0.059,0.4215,positive
"JiraGoalGenrator
Jira is commonly used tasks tracking system",2021-03-03 11:39:58+00:00,2021-03-03 11:39:58+00:00,before,0.0,1.0,0.0,0.0,neutral
"system properties on command line have higher priority than those loaded from system.properties file 
see https://github.com/OpenHFT/Chronicle-Core/pull/206",2021-03-03 20:26:55+00:00,2021-03-03 20:26:55+00:00,before,0.0,1.0,0.0,0.0,neutral
"Added Jvm.getCpuClass() to detect different models of CPU
This will be used to build performance regression tests that expect different results for different models of CPU.",2021-03-04 09:38:12+00:00,2021-03-04 09:38:12+00:00,before,0.0,1.0,0.0,0.0,neutral
@RobAustin Can you add MacOS detection of the CPU model?,2021-03-04 10:17:54+00:00,2021-03-04 10:17:54+00:00,before,0.0,1.0,0.0,0.0,neutral
We might consider having internal APIs in internal libraries to keep the public APIs manageable over time.,2021-03-04 12:11:57+00:00,2021-03-04 12:11:57+00:00,before,0.0,1.0,0.0,0.0,neutral
"Added performant memory access operations to use in Bytes
Bytes contain a number of ad hoc optimizations for checked and copying memory.
To improve consistency, common optimizations are moved to UnsafeMemory incl Java 9+ support.",2021-03-06 09:54:04+00:00,2021-03-06 09:54:04+00:00,before,0.0,0.737,0.263,0.8271,positive
Improve support for Java 15,2021-03-15 16:36:57+00:00,2021-03-15 16:36:57+00:00,before,0.0,0.349,0.651,0.6808,positive
"All tests for Compiler, Core, Bytes, Wire, Queue, Network, Threads, and CQE now pass with Java 15 (Azul Zulu)",2021-03-15 16:44:50+00:00,2021-03-15 16:44:50+00:00,before,0.0,1.0,0.0,0.0,neutral
